data,explainer,scale,coverage,hit_rate,execution_time
MRI,YADEA,False,0.7133333333333334,0.63,32.74287509918213
MRI,YADEA,True,0.81,0.52,5.371835708618164
MRI,RPS,False,0.0566666666666666,0.0,2.562717199325561
MRI,IF,True,0.1,0.01,3278.1152851581573
MRI,TracIn,True,0.1,0.01,9.91005253791809
MRI,YADEA,False,0.6833333333333333,0.53,32.33336782455444
MRI,YADEA,True,0.8133333333333334,0.58,5.310128688812256
MRI,RPS,False,0.0566666666666666,0.0,2.5421135425567627
MRI,IF,True,0.1,0.03,3270.720021724701
MRI,TracIn,True,0.0933333333333333,0.04,9.717778205871582
MRI,YADEA,False,0.69,0.48,32.31413388252258
MRI,YADEA,True,0.7866666666666666,0.48,5.28309178352356
MRI,RPS,False,0.06,0.05,2.5445826053619385
MRI,IF,True,0.1033333333333333,0.02,3267.903853654861
MRI,TracIn,True,0.1,0.02,9.582218647003174
MRI,YADEA,False,0.6633333333333333,0.54,32.26683783531189
MRI,YADEA,True,0.79,0.53,5.296436071395874
MRI,RPS,False,0.06,0.01,2.5816988945007324
MRI,IF,True,0.1066666666666666,0.03,3264.907558441162
MRI,TracIn,True,0.1066666666666666,0.02,9.7898211479187
MRI,YADEA,False,0.7266666666666667,0.53,32.35944056510925
MRI,YADEA,True,0.7666666666666667,0.57,5.326631784439087
MRI,RPS,False,0.06,0.03,2.5293126106262207
MRI,IF,True,0.1166666666666666,0.02,3275.8905141353607
MRI,TracIn,True,0.0966666666666666,0.03,9.965420007705688
MRI,YADEA,False,0.6633333333333333,0.55,32.279149293899536
MRI,YADEA,True,0.8,0.59,5.325302600860596
MRI,RPS,False,0.0633333333333333,0.01,2.546842575073242
MRI,IF,True,0.1066666666666666,0.02,3281.302105665207
MRI,TracIn,True,0.1,0.02,9.480715274810793
MRI,YADEA,False,0.7166666666666667,0.55,32.34889340400696
MRI,YADEA,True,0.7833333333333333,0.52,5.301513671875
MRI,RPS,False,0.0566666666666666,0.0,2.544913053512573
MRI,IF,True,0.0933333333333333,0.04,3267.724239349365
MRI,TracIn,True,0.0966666666666666,0.05,9.92440938949585
MRI,YADEA,False,0.7133333333333334,0.55,32.30516028404236
MRI,YADEA,True,0.78,0.59,5.312049865722656
MRI,RPS,False,0.0566666666666666,0.01,2.549051523208618
MRI,IF,True,0.1066666666666666,0.01,3267.2130930423737
MRI,TracIn,True,0.0966666666666666,0.01,9.613715887069702
MRI,YADEA,False,0.6933333333333334,0.53,32.52322435379028
MRI,YADEA,True,0.7533333333333333,0.56,5.2394068241119385
MRI,RPS,False,0.0566666666666666,0.01,2.545582771301269
MRI,IF,True,0.1033333333333333,0.01,3277.391095161438
MRI,TracIn,True,0.09,0.01,9.58866834640503
MRI,YADEA,False,0.6666666666666666,0.52,32.304802894592285
MRI,YADEA,True,0.7733333333333333,0.48,5.266766309738159
MRI,RPS,False,0.06,0.01,2.5221617221832275
MRI,IF,True,0.1033333333333333,0.05,3274.3637902736664
MRI,TracIn,True,0.09,0.04,9.593932151794434
MRI,YADEA,False,0.7333333333333333,0.59,32.26591372489929
MRI,YADEA,True,0.8233333333333334,0.62,5.305895566940308
MRI,RPS,False,0.06,0.0,2.555673122406006
MRI,IF,True,0.1133333333333333,0.02,3266.594516515732
MRI,TracIn,True,0.1033333333333333,0.02,9.476362705230711
MRI,YADEA,False,0.66,0.56,32.309184551239014
MRI,YADEA,True,0.7766666666666666,0.56,5.237110614776611
MRI,RPS,False,0.06,0.01,2.570141553878784
MRI,IF,True,0.1066666666666666,0.02,3281.610401391983
MRI,TracIn,True,0.0966666666666666,0.01,9.551281213760376
MRI,YADEA,False,0.69,0.49,32.282772064208984
MRI,YADEA,True,0.8466666666666667,0.59,5.353436470031738
MRI,RPS,False,0.0566666666666666,0.0,2.564980983734131
MRI,IF,True,0.1033333333333333,0.02,3269.269730091095
MRI,TracIn,True,0.0966666666666666,0.02,9.587600708007812
MRI,YADEA,False,0.67,0.56,32.40469527244568
MRI,YADEA,True,0.76,0.51,5.306643009185791
MRI,RPS,False,0.0533333333333333,0.01,2.541029930114746
MRI,IF,True,0.1033333333333333,0.01,3273.918453454972
MRI,TracIn,True,0.0966666666666666,0.01,9.738778114318848
MRI,YADEA,False,0.7266666666666667,0.55,32.31084895133972
MRI,YADEA,True,0.7933333333333333,0.65,5.3097825050354
MRI,RPS,False,0.0566666666666666,0.0,2.5515294075012207
MRI,IF,True,0.1,0.0,3281.6607949733734
MRI,TracIn,True,0.0933333333333333,0.01,9.832863569259644
MRI,YADEA,False,0.68,0.5,32.3820321559906
MRI,YADEA,True,0.7366666666666667,0.54,5.288728952407837
MRI,RPS,False,0.06,0.01,2.5309934616088867
MRI,IF,True,0.1133333333333333,0.04,3265.918329954148
MRI,TracIn,True,0.0966666666666666,0.04,9.660803079605104
MRI,YADEA,False,0.7166666666666667,0.56,32.265465259552
MRI,YADEA,True,0.7966666666666666,0.58,5.3342602252960205
MRI,RPS,False,0.06,0.0,2.530921459197998
MRI,IF,True,0.11,0.05,3267.718186855316
MRI,TracIn,True,0.0966666666666666,0.08,9.593580961227415
MRI,YADEA,False,0.7133333333333334,0.56,32.32418870925903
MRI,YADEA,True,0.7866666666666666,0.57,5.307214736938477
MRI,RPS,False,0.0633333333333333,0.01,2.5020532608032227
MRI,IF,True,0.1033333333333333,0.02,3269.528767108917
MRI,TracIn,True,0.1,0.02,9.548922300338743
MRI,YADEA,False,0.7,0.5,32.267404556274414
MRI,YADEA,True,0.7833333333333333,0.54,5.237125873565674
