data,explainer,scale,k,recall,precision,ndcg
CIFAR10,RPS,False,10,0.03,0.3,0.0441015650353171
CIFAR10,RPS,False,20,0.12,0.6,0.1511165246991455
CIFAR10,RPS,False,30,0.22,0.7333333333333333,0.2524272847112813
CIFAR10,RPS,False,40,0.32,0.8,0.3445750461617298
CIFAR10,RPS,False,50,0.42,0.84,0.4308603706726112
CIFAR10,RPS,False,60,0.52,0.8666666666666667,0.5129566209014109
CIFAR10,RPS,False,70,0.62,0.8857142857142857,0.5918534108921549
CIFAR10,RPS,False,80,0.72,0.9,0.668194986900798
CIFAR10,RPS,False,90,0.82,0.9111111111111112,0.7424294019149896
CIFAR10,RPS,False,100,0.9,0.9,0.8003586797864463
CIFAR10,IF,True,10,0.0,0.0,0.0
CIFAR10,IF,True,20,0.03,0.15,0.0331662587082523
CIFAR10,IF,True,30,0.13,0.4333333333333333,0.1344770187203881
CIFAR10,IF,True,40,0.23,0.575,0.2266247801708367
CIFAR10,IF,True,50,0.33,0.66,0.3129101046817181
CIFAR10,IF,True,60,0.43,0.7166666666666667,0.3950063549105178
CIFAR10,IF,True,70,0.53,0.7571428571428571,0.4739031449012618
CIFAR10,IF,True,80,0.63,0.7875,0.5502447209099047
CIFAR10,IF,True,90,0.73,0.8111111111111111,0.6244791359240965
CIFAR10,IF,True,100,0.83,0.83,0.6969334374277426
CIFAR10,HDEXPLAIN,False,10,0.0,0.0,0.0
CIFAR10,HDEXPLAIN,False,20,0.01,0.05,0.0129061751841782
CIFAR10,HDEXPLAIN,False,30,0.01,0.0333333333333333,0.0129061751841782
CIFAR10,HDEXPLAIN,False,40,0.05,0.125,0.0496789911802619
CIFAR10,HDEXPLAIN,False,50,0.07,0.14,0.0667447368197254
CIFAR10,HDEXPLAIN,False,60,0.08,0.1333333333333333,0.0749325344886069
CIFAR10,HDEXPLAIN,False,70,0.1,0.1428571428571428,0.0906582212294377
CIFAR10,HDEXPLAIN,False,80,0.11,0.1375,0.0981912895574092
CIFAR10,HDEXPLAIN,False,90,0.14,0.1555555555555555,0.1204712323014932
CIFAR10,HDEXPLAIN,False,100,0.16,0.16,0.1350283951172436
CIFAR10,HDEXPLAIN,True,10,0.1,1.0,0.2169936843350081
CIFAR10,HDEXPLAIN,True,20,0.2,1.0,0.3362328212805096
CIFAR10,HDEXPLAIN,True,30,0.3,1.0,0.4375435812926453
CIFAR10,HDEXPLAIN,True,40,0.4,1.0,0.5296913427430939
CIFAR10,HDEXPLAIN,True,50,0.5,1.0,0.6159766672539753
CIFAR10,HDEXPLAIN,True,60,0.6,1.0,0.698072917482775
CIFAR10,HDEXPLAIN,True,70,0.7,1.0,0.7769697074735189
CIFAR10,HDEXPLAIN,True,80,0.8,1.0,0.8533112834821622
CIFAR10,HDEXPLAIN,True,90,0.9,1.0,0.927545698496354
CIFAR10,HDEXPLAIN,True,100,0.99,0.99,0.9928271243134076
CIFAR10,RPS,False,10,0.05,0.5,0.0787356419616475
CIFAR10,RPS,False,20,0.15,0.75,0.1979747789071489
CIFAR10,RPS,False,30,0.24,0.8,0.2892414478153228
CIFAR10,RPS,False,40,0.34,0.85,0.3813892092657713
CIFAR10,RPS,False,50,0.44,0.88,0.4676745337766528
CIFAR10,RPS,False,60,0.54,0.9,0.5497707840054524
CIFAR10,RPS,False,70,0.64,0.9142857142857144,0.6286675739961964
CIFAR10,RPS,False,80,0.74,0.925,0.7050091500048397
CIFAR10,RPS,False,90,0.84,0.9333333333333332,0.7792435650190312
CIFAR10,RPS,False,100,0.93,0.93,0.8444452020989107
CIFAR10,IF,True,10,0.0,0.0,0.0
CIFAR10,IF,True,20,0.0,0.0,0.0
CIFAR10,IF,True,30,0.0,0.0,0.0
CIFAR10,IF,True,40,0.1,0.25,0.0921477614504485
CIFAR10,IF,True,50,0.19,0.38,0.1696317234366881
CIFAR10,IF,True,60,0.29,0.4833333333333333,0.2517279736654876
CIFAR10,IF,True,70,0.39,0.5571428571428572,0.3306247636562316
CIFAR10,IF,True,80,0.49,0.6125,0.4069663396648748
CIFAR10,IF,True,90,0.59,0.6555555555555556,0.4812007546790666
CIFAR10,IF,True,100,0.69,0.69,0.5536550561827126
CIFAR10,HDEXPLAIN,False,10,0.0,0.0,0.0
CIFAR10,HDEXPLAIN,False,20,0.01,0.05,0.0133219031583211
CIFAR10,HDEXPLAIN,False,30,0.02,0.0666666666666666,0.0236061413666401
CIFAR10,HDEXPLAIN,False,40,0.03,0.075,0.0327738063611906
CIFAR10,HDEXPLAIN,False,50,0.06,0.12,0.0587727661303351
CIFAR10,HDEXPLAIN,False,60,0.08,0.1333333333333333,0.0751151143211805
CIFAR10,HDEXPLAIN,False,70,0.12,0.1714285714285714,0.1066216652648352
CIFAR10,HDEXPLAIN,False,80,0.15,0.1875,0.1294874212345429
CIFAR10,HDEXPLAIN,False,90,0.16,0.1777777777777777,0.136958658987949
CIFAR10,HDEXPLAIN,False,100,0.17,0.17,0.1442449319093384
CIFAR10,HDEXPLAIN,True,10,0.1,1.0,0.2169936843350081
CIFAR10,HDEXPLAIN,True,20,0.2,1.0,0.3362328212805096
CIFAR10,HDEXPLAIN,True,30,0.3,1.0,0.4375435812926453
CIFAR10,HDEXPLAIN,True,40,0.4,1.0,0.5296913427430939
CIFAR10,HDEXPLAIN,True,50,0.5,1.0,0.6159766672539753
CIFAR10,HDEXPLAIN,True,60,0.6,1.0,0.698072917482775
CIFAR10,HDEXPLAIN,True,70,0.7,1.0,0.7769697074735189
CIFAR10,HDEXPLAIN,True,80,0.8,1.0,0.8533112834821622
CIFAR10,HDEXPLAIN,True,90,0.9,1.0,0.927545698496354
CIFAR10,HDEXPLAIN,True,100,0.96,0.96,0.9711137266561564
CIFAR10,RPS,False,10,0.02,0.2,0.034395026546431
CIFAR10,RPS,False,20,0.07,0.35,0.0909540053327171
CIFAR10,RPS,False,30,0.17,0.5666666666666667,0.1922647653448529
CIFAR10,RPS,False,40,0.27,0.675,0.2844125267953015
CIFAR10,RPS,False,50,0.37,0.74,0.3706978513061829
CIFAR10,RPS,False,60,0.47,0.7833333333333333,0.4527941015349825
CIFAR10,RPS,False,70,0.57,0.8142857142857143,0.5316908915257267
CIFAR10,RPS,False,80,0.66,0.825,0.6004341434179752
CIFAR10,RPS,False,90,0.76,0.8444444444444444,0.674668558432167
CIFAR10,RPS,False,100,0.85,0.85,0.7399344859107515
CIFAR10,IF,True,10,0.0,0.0,0.0
CIFAR10,IF,True,20,0.05,0.25,0.0563034965776066
CIFAR10,IF,True,30,0.15,0.5,0.1576142565897424
CIFAR10,IF,True,40,0.25,0.625,0.2497620180401909
CIFAR10,IF,True,50,0.35,0.7,0.3360473425510724
CIFAR10,IF,True,60,0.45,0.75,0.4181435927798721
CIFAR10,IF,True,70,0.55,0.7857142857142857,0.4970403827706161
CIFAR10,IF,True,80,0.65,0.8125,0.573381958779259
CIFAR10,IF,True,90,0.75,0.8333333333333334,0.6476163737934509
CIFAR10,IF,True,100,0.85,0.85,0.7200706752970968
CIFAR10,HDEXPLAIN,False,10,0.01,0.1,0.0138053092315877
CIFAR10,HDEXPLAIN,False,20,0.02,0.1,0.0263490631601051
CIFAR10,HDEXPLAIN,False,30,0.05,0.1666666666666666,0.0561042564013583
CIFAR10,HDEXPLAIN,False,40,0.08,0.2,0.083867634116055
CIFAR10,HDEXPLAIN,False,50,0.11,0.22,0.1095943798262264
CIFAR10,HDEXPLAIN,False,60,0.15,0.25,0.1423579741347414
CIFAR10,HDEXPLAIN,False,70,0.17,0.2428571428571428,0.1580836608755723
CIFAR10,HDEXPLAIN,False,80,0.18,0.225,0.1656167292035438
CIFAR10,HDEXPLAIN,False,90,0.19,0.2111111111111111,0.1729734149683251
CIFAR10,HDEXPLAIN,False,100,0.23,0.23,0.2020363962469522
CIFAR10,HDEXPLAIN,True,10,0.1,1.0,0.2169936843350081
CIFAR10,HDEXPLAIN,True,20,0.2,1.0,0.3362328212805096
CIFAR10,HDEXPLAIN,True,30,0.3,1.0,0.4375435812926453
CIFAR10,HDEXPLAIN,True,40,0.4,1.0,0.5296913427430939
CIFAR10,HDEXPLAIN,True,50,0.5,1.0,0.6159766672539753
CIFAR10,HDEXPLAIN,True,60,0.6,1.0,0.698072917482775
CIFAR10,HDEXPLAIN,True,70,0.7,1.0,0.7769697074735189
CIFAR10,HDEXPLAIN,True,80,0.8,1.0,0.8533112834821622
CIFAR10,HDEXPLAIN,True,90,0.9,1.0,0.927545698496354
CIFAR10,HDEXPLAIN,True,100,0.99,0.99,0.9927799518971632
CIFAR10,RPS,False,10,0.07,0.7,0.1152236261318922
CIFAR10,RPS,False,20,0.17,0.85,0.2344627630773937
CIFAR10,RPS,False,30,0.27,0.9,0.3357735230895294
CIFAR10,RPS,False,40,0.37,0.925,0.4279212845399781
CIFAR10,RPS,False,50,0.47,0.94,0.5142066090508595
CIFAR10,RPS,False,60,0.57,0.95,0.5963028592796591
CIFAR10,RPS,False,70,0.67,0.9571428571428572,0.6751996492704032
CIFAR10,RPS,False,80,0.76,0.95,0.7440081569510748
CIFAR10,RPS,False,90,0.85,0.9444444444444444,0.8108300402099295
CIFAR10,RPS,False,100,0.94,0.94,0.8760150003295339
CIFAR10,IF,True,10,0.0,0.0,0.0
CIFAR10,IF,True,20,0.05,0.25,0.0563034965776066
CIFAR10,IF,True,30,0.15,0.5,0.1576142565897424
CIFAR10,IF,True,40,0.25,0.625,0.2497620180401909
CIFAR10,IF,True,50,0.35,0.7,0.3360473425510724
CIFAR10,IF,True,60,0.45,0.75,0.4181435927798721
CIFAR10,IF,True,70,0.55,0.7857142857142857,0.4970403827706161
CIFAR10,IF,True,80,0.65,0.8125,0.573381958779259
CIFAR10,IF,True,90,0.75,0.8333333333333334,0.6476163737934509
CIFAR10,IF,True,100,0.85,0.85,0.7200706752970968
CIFAR10,HDEXPLAIN,False,10,0.01,0.1,0.0159195077536066
CIFAR10,HDEXPLAIN,False,20,0.02,0.1,0.0271622898184316
CIFAR10,HDEXPLAIN,False,30,0.04,0.1333333333333333,0.0470373216586213
CIFAR10,HDEXPLAIN,False,40,0.07,0.175,0.0748362239885846
CIFAR10,HDEXPLAIN,False,50,0.09,0.18,0.0921821472208203
CIFAR10,HDEXPLAIN,False,60,0.15,0.25,0.1414392633954556
CIFAR10,HDEXPLAIN,False,70,0.17,0.2428571428571428,0.1571041581910731
CIFAR10,HDEXPLAIN,False,80,0.17,0.2125,0.1571041581910731
CIFAR10,HDEXPLAIN,False,90,0.2,0.2222222222222222,0.1794230199927154
CIFAR10,HDEXPLAIN,False,100,0.21,0.21,0.1865958956793078
CIFAR10,HDEXPLAIN,True,10,0.1,1.0,0.2169936843350081
CIFAR10,HDEXPLAIN,True,20,0.2,1.0,0.3362328212805096
CIFAR10,HDEXPLAIN,True,30,0.3,1.0,0.4375435812926453
CIFAR10,HDEXPLAIN,True,40,0.4,1.0,0.5296913427430939
CIFAR10,HDEXPLAIN,True,50,0.5,1.0,0.6159766672539753
CIFAR10,HDEXPLAIN,True,60,0.6,1.0,0.698072917482775
CIFAR10,HDEXPLAIN,True,70,0.7,1.0,0.7769697074735189
CIFAR10,HDEXPLAIN,True,80,0.8,1.0,0.8533112834821622
CIFAR10,HDEXPLAIN,True,90,0.9,1.0,0.927545698496354
CIFAR10,HDEXPLAIN,True,100,0.99,0.99,0.9928271243134076
CIFAR10,RPS,False,10,0.03,0.3,0.0458833751187004
CIFAR10,RPS,False,20,0.13,0.65,0.1651225120642018
CIFAR10,RPS,False,30,0.23,0.7666666666666667,0.2664332720763376
CIFAR10,RPS,False,40,0.33,0.825,0.3585810335267861
CIFAR10,RPS,False,50,0.43,0.86,0.4448663580376676
CIFAR10,RPS,False,60,0.53,0.8833333333333333,0.5269626082664673
CIFAR10,RPS,False,70,0.63,0.9,0.6058593982572114
CIFAR10,RPS,False,80,0.73,0.9125,0.6822009742658545
CIFAR10,RPS,False,90,0.83,0.9222222222222224,0.7564353892800462
CIFAR10,RPS,False,100,0.92,0.92,0.8216034178623031
CIFAR10,IF,True,10,0.0,0.0,0.0
CIFAR10,IF,True,20,0.0,0.0,0.0
CIFAR10,IF,True,30,0.08,0.2666666666666666,0.0805571150131835
CIFAR10,IF,True,40,0.18,0.45,0.172704876463632
CIFAR10,IF,True,50,0.28,0.56,0.2589902009745135
CIFAR10,IF,True,60,0.38,0.6333333333333333,0.341086451203313
CIFAR10,IF,True,70,0.48,0.6857142857142857,0.4199832411940572
CIFAR10,IF,True,80,0.58,0.725,0.4963248172027001
CIFAR10,IF,True,90,0.68,0.7555555555555555,0.5705592322168919
CIFAR10,IF,True,100,0.78,0.78,0.6430135337205379
CIFAR10,HDEXPLAIN,False,10,0.0,0.0,0.0
CIFAR10,HDEXPLAIN,False,20,0.03,0.15,0.0355336665189596
CIFAR10,HDEXPLAIN,False,30,0.05,0.1666666666666666,0.0552177719196281
CIFAR10,HDEXPLAIN,False,40,0.09,0.225,0.0922313375858547
CIFAR10,HDEXPLAIN,False,50,0.11,0.22,0.1096307304123065
CIFAR10,HDEXPLAIN,False,60,0.12,0.2,0.1180087723919161
CIFAR10,HDEXPLAIN,False,70,0.14,0.2,0.133701925771875
CIFAR10,HDEXPLAIN,False,80,0.18,0.225,0.1642115801635888
CIFAR10,HDEXPLAIN,False,90,0.2,0.2222222222222222,0.1790966776688961
CIFAR10,HDEXPLAIN,False,100,0.22,0.22,0.1935701153171463
CIFAR10,HDEXPLAIN,True,10,0.1,1.0,0.2169936843350081
CIFAR10,HDEXPLAIN,True,20,0.2,1.0,0.3362328212805096
CIFAR10,HDEXPLAIN,True,30,0.3,1.0,0.4375435812926453
CIFAR10,HDEXPLAIN,True,40,0.4,1.0,0.5296913427430939
CIFAR10,HDEXPLAIN,True,50,0.5,1.0,0.6159766672539753
CIFAR10,HDEXPLAIN,True,60,0.6,1.0,0.698072917482775
CIFAR10,HDEXPLAIN,True,70,0.7,1.0,0.7769697074735189
CIFAR10,HDEXPLAIN,True,80,0.8,1.0,0.8533112834821622
CIFAR10,HDEXPLAIN,True,90,0.9,1.0,0.927545698496354
CIFAR10,HDEXPLAIN,True,100,0.98,0.98,0.9855744598896408
CIFAR10,RPS,False,10,0.04,0.4,0.0625770838281415
CIFAR10,RPS,False,20,0.12,0.6,0.1581389542291411
CIFAR10,RPS,False,30,0.22,0.7333333333333333,0.2594497142412769
CIFAR10,RPS,False,40,0.32,0.8,0.3515974756917255
CIFAR10,RPS,False,50,0.42,0.84,0.4378828002026069
CIFAR10,RPS,False,60,0.52,0.8666666666666667,0.5199790504314066
CIFAR10,RPS,False,70,0.62,0.8857142857142857,0.5988758404221506
CIFAR10,RPS,False,80,0.72,0.9,0.6752174164307937
CIFAR10,RPS,False,90,0.81,0.9,0.7420200611890408
CIFAR10,RPS,False,100,0.9,0.9,0.8072381272449182
CIFAR10,HDEXPLAIN,False,10,0.01,0.1,0.023879261630409994
CIFAR10,HDEXPLAIN,False,20,0.01,0.05,0.023879261630409994
CIFAR10,HDEXPLAIN,False,30,0.01,0.03333333333333333,0.023879261630409994
CIFAR10,HDEXPLAIN,False,40,0.01,0.025,0.023879261630409994
CIFAR10,HDEXPLAIN,False,50,0.01,0.02,0.023879261630409994
CIFAR10,HDEXPLAIN,False,60,0.02,0.03333333333333333,0.032178037799860025
CIFAR10,HDEXPLAIN,False,70,0.02,0.02857142857142857,0.032178037799860025
CIFAR10,HDEXPLAIN,False,80,0.02,0.025,0.032178037799860025
CIFAR10,HDEXPLAIN,False,90,0.03,0.03333333333333333,0.039690131012173266
CIFAR10,HDEXPLAIN,False,100,0.03,0.03,0.039690131012173266
