data,explainer,scale,k,recall,precision,ndcg
MRI,IF,True,70,0.0439560439560439,0.0571428571428571,0.0492011872592959
MRI,IF,True,80,0.0549450549450549,0.0625,0.0574810158959265
MRI,IF,True,90,0.0659340659340659,0.0666666666666666,0.0653502515293835
MRI,IF,True,100,0.0879120879120879,0.08,0.0807632641835032
MRI,HDEXPLAIN,False,10,0.0109890109890109,0.1,0.0197627322247628
MRI,HDEXPLAIN,False,20,0.0109890109890109,0.05,0.0197627322247628
MRI,HDEXPLAIN,False,30,0.0219780219780219,0.0666666666666666,0.0302786073926655
MRI,HDEXPLAIN,False,40,0.0219780219780219,0.05,0.0302786073926655
MRI,HDEXPLAIN,False,50,0.0219780219780219,0.04,0.0302786073926655
MRI,HDEXPLAIN,False,60,0.0219780219780219,0.0333333333333333,0.0302786073926655
MRI,HDEXPLAIN,False,70,0.0219780219780219,0.0285714285714285,0.0302786073926655
MRI,HDEXPLAIN,False,80,0.0329670329670329,0.0375,0.0385584360292961
MRI,HDEXPLAIN,False,90,0.0439560439560439,0.0444444444444444,0.0464874085161293
MRI,HDEXPLAIN,False,100,0.0549450549450549,0.05,0.0542453755064061
MRI,HDEXPLAIN,True,10,0.0109890109890109,0.1,0.0197627322247628
MRI,HDEXPLAIN,True,20,0.0109890109890109,0.05,0.0197627322247628
MRI,HDEXPLAIN,True,30,0.0219780219780219,0.0666666666666666,0.0301737900458858
MRI,HDEXPLAIN,True,40,0.0219780219780219,0.05,0.0301737900458858
MRI,HDEXPLAIN,True,50,0.0329670329670329,0.06,0.0394759182741422
MRI,HDEXPLAIN,True,60,0.0439560439560439,0.0666666666666666,0.0483528809764714
MRI,HDEXPLAIN,True,70,0.0549450549450549,0.0714285714285714,0.0567159352744892
MRI,HDEXPLAIN,True,80,0.0659340659340659,0.075,0.0649430558766955
MRI,HDEXPLAIN,True,90,0.0659340659340659,0.0666666666666666,0.0649430558766955
MRI,HDEXPLAIN,True,100,0.0769230769230769,0.07,0.0727553637267551
MRI,RPS,False,10,0.0109890109890109,0.1,0.0161158139986155
MRI,RPS,False,20,0.0219780219780219,0.1,0.0295335075834303
MRI,RPS,False,30,0.0329670329670329,0.1,0.0409892100319895
MRI,RPS,False,40,0.0439560439560439,0.1,0.0506546847863029
MRI,RPS,False,50,0.0549450549450549,0.1,0.0596606952021315
MRI,RPS,False,60,0.0659340659340659,0.1,0.0685376579044607
MRI,RPS,False,70,0.0769230769230769,0.1,0.0770519781899283
MRI,RPS,False,80,0.0879120879120879,0.1,0.0853051881519969
MRI,RPS,False,90,0.0879120879120879,0.0888888888888888,0.0853051881519969
MRI,RPS,False,100,0.0989010989010989,0.09,0.0930809940080686
MRI,IF,True,10,0.0,0.0,0.0
MRI,IF,True,20,0.0,0.0,0.0
MRI,IF,True,30,0.0,0.0,0.0
