data,temperature,scale,coverage,hit_rate,execution_time
MRI,0.06,False,0.7566666666666667,1.0,32.12279009819031
MRI,0.1,False,0.7566666666666667,1.0,32.16581177711487
MRI,0.3,False,0.7666666666666667,0.99,32.149409532547
MRI,0.6,False,0.7566666666666667,0.98,32.23787808418274
MRI,1.0,False,0.7533333333333333,0.98,32.27055287361145
MRI,3.0,False,0.7433333333333333,0.98,32.1749370098114
MRI,6.0,False,0.72,0.94,32.1941339969635
MRI,0.03,False,0.8066666666666666,1.0,32.2259521484375
MRI,0.06,False,0.8066666666666666,1.0,32.09456539154053
MRI,0.1,False,0.81,0.99,32.13637089729309
MRI,0.3,False,0.8266666666666667,1.0,32.19830274581909
MRI,0.6,False,0.8233333333333334,1.0,32.12335014343262
MRI,1.0,False,0.8233333333333334,1.0,32.07523322105408
MRI,3.0,False,0.8033333333333333,1.0,32.212616205215454
MRI,6.0,False,0.78,0.96,32.41747689247131
MRI,0.03,False,0.74,1.0,32.23857593536377
MRI,0.06,False,0.7433333333333333,1.0,32.21727800369263
MRI,0.1,False,0.7533333333333333,1.0,32.1595458984375
MRI,0.3,False,0.76,1.0,32.23024010658264
MRI,0.6,False,0.7666666666666667,1.0,32.28050374984741
MRI,1.0,False,0.7633333333333333,1.0,32.16619682312012
MRI,3.0,False,0.7333333333333333,0.99,32.2040810585022
MRI,6.0,False,0.71,0.96,32.26070976257324
MRI,0.03,False,0.8,1.0,32.11359405517578
MRI,0.06,False,0.7966666666666666,1.0,32.10421371459961
MRI,0.1,False,0.7933333333333333,1.0,32.217589378356934
MRI,0.3,False,0.7933333333333333,1.0,32.234291791915894
MRI,0.6,False,0.7833333333333333,1.0,32.276586055755615
MRI,1.0,False,0.7733333333333333,1.0,32.16893744468689
MRI,3.0,False,0.75,1.0,32.179036378860474
MRI,6.0,False,0.7333333333333333,0.99,32.18089437484741
MRI,0.03,False,0.7766666666666666,1.0,32.12678909301758
MRI,0.06,False,0.7733333333333333,1.0,32.12140154838562
MRI,0.1,False,0.78,1.0,32.198556423187256
MRI,0.3,False,0.77,1.0,31.98304438591004
MRI,0.6,False,0.77,0.99,32.15014934539795
MRI,1.0,False,0.7466666666666667,0.99,32.16930627822876
MRI,3.0,False,0.7066666666666667,0.98,32.197620153427124
MRI,6.0,False,0.6866666666666666,0.96,32.22969889640808
MRI,0.03,False,0.8133333333333334,1.0,32.08322310447693
MRI,0.06,False,0.8133333333333334,1.0,32.02261996269226
MRI,0.1,False,0.8066666666666666,1.0,32.16495943069458
MRI,0.3,False,0.8166666666666667,1.0,32.10816311836243
MRI,0.6,False,0.82,1.0,32.27946329116821
MRI,1.0,False,0.8133333333333334,1.0,32.116403341293335
MRI,3.0,False,0.7966666666666666,1.0,32.35446643829346
MRI,6.0,False,0.76,0.99,32.07891583442688
MRI,0.03,False,0.7933333333333333,1.0,32.25603938102722
MRI,0.06,False,0.7966666666666666,1.0,32.303300619125366
MRI,0.1,False,0.7866666666666666,1.0,32.288538694381714
MRI,0.3,False,0.7666666666666667,1.0,32.09687948226929
MRI,0.6,False,0.7666666666666667,0.99,32.14610290527344
MRI,1.0,False,0.7533333333333333,0.99,31.95636248588562
MRI,3.0,False,0.7466666666666667,0.99,32.24418783187866
MRI,6.0,False,0.72,0.96,32.246620416641235
MRI,0.03,False,0.8,1.0,32.28050184249878
MRI,0.06,False,0.8033333333333333,1.0,32.34463882446289
MRI,0.1,False,0.8133333333333334,1.0,32.202534198760986
MRI,0.3,False,0.8133333333333334,1.0,32.19675159454346
MRI,0.6,False,0.8133333333333334,1.0,32.15294575691223
MRI,1.0,False,0.8066666666666666,1.0,32.29115891456604
MRI,3.0,False,0.7933333333333333,1.0,32.197821617126465
MRI,6.0,False,0.77,0.96,32.10060739517212
MRI,0.03,False,0.7666666666666667,0.99,32.20178842544556
MRI,0.06,False,0.77,0.99,32.08827829360962
MRI,0.1,False,0.77,0.99,32.212738275527954
MRI,0.3,False,0.77,1.0,32.24454164505005
MRI,0.6,False,0.7633333333333333,1.0,32.275938749313354
MRI,1.0,False,0.7633333333333333,1.0,32.24001407623291
MRI,3.0,False,0.7333333333333333,0.99,32.10890054702759
MRI,6.0,False,0.6866666666666666,0.95,32.1347496509552
MRI,0.03,False,0.7566666666666667,0.99,32.316487312316895
MRI,0.06,False,0.7566666666666667,0.99,32.35206055641174
MRI,0.1,False,0.7566666666666667,0.99,32.15187644958496
MRI,0.3,False,0.7633333333333333,0.99,32.29775023460388
MRI,0.6,False,0.7733333333333333,0.98,32.097381830215454
MRI,1.0,False,0.7566666666666667,0.98,32.14851403236389
MRI,3.0,False,0.7433333333333333,0.98,32.09839367866516
MRI,6.0,False,0.7166666666666667,0.98,32.26638412475586
MRI,0.03,False,0.8333333333333334,1.0,32.1602098941803
MRI,0.06,False,0.8333333333333334,1.0,32.277527809143066
MRI,0.1,False,0.8333333333333334,1.0,32.24845743179321
MRI,0.3,False,0.8166666666666667,1.0,32.329116106033325
MRI,0.6,False,0.79,0.99,32.2716760635376
MRI,1.0,False,0.7733333333333333,0.99,32.235328912734985
MRI,3.0,False,0.7533333333333333,0.99,32.43541479110718
MRI,6.0,False,0.7266666666666667,0.95,32.31263709068298
MRI,0.03,False,0.7933333333333333,0.99,32.26510977745056
MRI,0.06,False,0.8,0.99,32.20110273361206
MRI,0.1,False,0.7966666666666666,0.99,32.07883429527283
MRI,0.3,False,0.78,0.98,32.23031568527222
MRI,0.6,False,0.7733333333333333,0.97,32.21245193481445
MRI,1.0,False,0.7766666666666666,0.98,32.14590048789978
