data,temperature,scale,coverage,hit_rate,execution_time
CIFAR10,0.03,False,0.8,0.33,12.991142988204956
CIFAR10,0.06,False,0.8,0.33,13.115565299987791
CIFAR10,0.1,False,0.8066666666666666,0.34,12.836417436599731
CIFAR10,0.3,False,0.8666666666666667,0.43,12.980345726013184
CIFAR10,0.6,False,0.8733333333333333,0.45,13.156864643096924
CIFAR10,1.0,False,0.88,0.44,12.96221685409546
CIFAR10,3.0,False,0.8633333333333333,0.44,12.904892683029177
CIFAR10,6.0,False,0.8566666666666667,0.44,12.947869777679443
CIFAR10,0.03,False,0.85,0.3,12.89111876487732
CIFAR10,0.06,False,0.85,0.3,12.947741985321043
CIFAR10,0.1,False,0.8533333333333334,0.3,12.94623064994812
CIFAR10,0.3,False,0.87,0.4,12.986830711364746
CIFAR10,0.6,False,0.9,0.44,12.942317008972168
CIFAR10,1.0,False,0.8966666666666666,0.43,12.954634189605711
CIFAR10,3.0,False,0.8933333333333333,0.42,13.047438144683838
CIFAR10,6.0,False,0.89,0.41,12.961772918701172
CIFAR10,0.03,False,0.81,0.34,12.991495132446287
CIFAR10,0.06,False,0.8133333333333334,0.34,12.983433485031128
CIFAR10,0.1,False,0.8166666666666667,0.35,12.985669374465942
CIFAR10,0.3,False,0.8766666666666667,0.44,13.021309852600098
CIFAR10,0.6,False,0.8933333333333333,0.51,12.967514276504517
CIFAR10,1.0,False,0.8966666666666666,0.49,12.996677160263062
CIFAR10,3.0,False,0.8866666666666667,0.48,12.991272449493408
CIFAR10,6.0,False,0.8733333333333333,0.46,12.971251249313354
CIFAR10,0.03,False,0.8066666666666666,0.29,12.948630809783936
CIFAR10,0.06,False,0.8033333333333333,0.29,13.01143741607666
CIFAR10,0.1,False,0.8066666666666666,0.29,13.00199007987976
CIFAR10,0.3,False,0.87,0.39,12.98795247077942
CIFAR10,0.6,False,0.8933333333333333,0.49,13.018161296844482
CIFAR10,1.0,False,0.8933333333333333,0.47,13.003220796585085
CIFAR10,3.0,False,0.8866666666666667,0.46,12.985357999801636
CIFAR10,6.0,False,0.8733333333333333,0.47,12.966115474700928
CIFAR10,0.03,False,0.8466666666666667,0.25,12.990697622299194
CIFAR10,0.06,False,0.8466666666666667,0.25,12.956785440444946
CIFAR10,0.1,False,0.85,0.26,13.054598569869995
CIFAR10,0.3,False,0.8633333333333333,0.3,13.109209775924684
CIFAR10,0.6,False,0.8766666666666667,0.36,12.974440574645996
CIFAR10,1.0,False,0.8766666666666667,0.35,13.033514261245728
CIFAR10,3.0,False,0.8633333333333333,0.35,12.946597814559937
CIFAR10,6.0,False,0.85,0.36,13.02065086364746
CIFAR10,0.03,False,0.85,0.29,13.064277410507202
CIFAR10,0.06,False,0.85,0.29,13.034189701080322
CIFAR10,0.1,False,0.8466666666666667,0.3,13.070802927017212
CIFAR10,0.3,False,0.86,0.36,13.070433855056764
CIFAR10,0.6,False,0.9033333333333332,0.39,13.084875345230104
CIFAR10,1.0,False,0.9,0.4,12.92492699623108
CIFAR10,3.0,False,0.89,0.41,13.065643072128296
CIFAR10,6.0,False,0.89,0.45,13.075332164764404
CIFAR10,0.03,False,0.7833333333333333,0.29,12.985348224639893
CIFAR10,0.06,False,0.79,0.29,13.03597354888916
CIFAR10,0.1,False,0.79,0.3,13.100375652313232
CIFAR10,0.3,False,0.8433333333333334,0.45,13.052524089813232
CIFAR10,0.6,False,0.8766666666666667,0.49,13.01941442489624
CIFAR10,1.0,False,0.88,0.48,12.995081663131714
CIFAR10,3.0,False,0.8833333333333333,0.45,13.002513647079468
CIFAR10,6.0,False,0.8666666666666667,0.44,13.05237340927124
CIFAR10,0.03,False,0.8866666666666667,0.4,13.017851114273071
CIFAR10,0.06,False,0.8833333333333333,0.4,13.02426266670227
CIFAR10,0.1,False,0.8833333333333333,0.4,13.14884114265442
CIFAR10,0.3,False,0.8933333333333333,0.46,13.061133861541748
CIFAR10,0.6,False,0.91,0.52,13.009844541549684
CIFAR10,1.0,False,0.91,0.53,13.0772385597229
CIFAR10,3.0,False,0.9,0.52,13.022401809692385
CIFAR10,6.0,False,0.9066666666666666,0.49,12.968545198440552
CIFAR10,0.03,False,0.8,0.3,13.027467966079712
CIFAR10,0.06,False,0.8033333333333333,0.3,13.005311250686646
CIFAR10,0.1,False,0.8066666666666666,0.3,13.044089794158936
CIFAR10,0.3,False,0.8633333333333333,0.41,13.065187692642212
CIFAR10,0.6,False,0.8866666666666667,0.43,12.973853588104248
CIFAR10,1.0,False,0.8866666666666667,0.43,13.035528421401978
CIFAR10,3.0,False,0.8633333333333333,0.42,13.038883924484251
CIFAR10,6.0,False,0.8566666666666667,0.41,13.078171491622925
CIFAR10,0.03,False,0.8033333333333333,0.27,12.964289426803589
CIFAR10,0.06,False,0.8066666666666666,0.29,13.045201778411863
CIFAR10,0.1,False,0.8133333333333334,0.3,13.013011932373049
CIFAR10,0.3,False,0.83,0.33,13.022138357162476
CIFAR10,0.6,False,0.8566666666666667,0.4,13.035462141036987
CIFAR10,1.0,False,0.8533333333333334,0.4,13.050737619400024
CIFAR10,3.0,False,0.8433333333333334,0.37,13.07278037071228
CIFAR10,6.0,False,0.8533333333333334,0.37,13.065212488174438
CIFAR10,0.03,False,0.8366666666666667,0.28,13.024847984313965
CIFAR10,0.06,False,0.8433333333333334,0.28,13.051904439926147
CIFAR10,0.1,False,0.8366666666666667,0.28,13.068638324737549
CIFAR10,0.3,False,0.8533333333333334,0.41,13.030474185943604
CIFAR10,0.6,False,0.89,0.43,13.019814729690552
