data,explainer,scale,coverage,hit_rate,execution_time
SVHN,YADEA,False,0.4666666666666667,0.03,15.881086826324465
SVHN,YADEA,True,0.6,0.0,5.275433301925659
SVHN,RPS,False,0.2266666666666666,0.01,1.62096905708313
SVHN,IF,True,0.3633333333333333,0.0,88.26180338859558
SVHN,TracIn,True,0.36,0.0,67.55893445014954
SVHN,YADEA,False,0.5233333333333333,0.06,16.26832675933838
SVHN,YADEA,True,0.6566666666666666,0.04,5.266558885574341
SVHN,RPS,False,0.2366666666666666,0.0,1.586766004562378
SVHN,IF,True,0.3733333333333333,0.0,89.76622128486633
SVHN,TracIn,True,0.3733333333333333,0.0,68.0847635269165
SVHN,YADEA,False,0.4433333333333333,0.01,16.162195205688477
SVHN,YADEA,True,0.6733333333333333,0.02,5.331427335739136
SVHN,RPS,False,0.2233333333333333,0.0,1.6116621494293213
SVHN,IF,True,0.3366666666666666,0.01,89.49706506729126
SVHN,TracIn,True,0.3366666666666666,0.01,70.56901621818542
SVHN,YADEA,False,0.4833333333333333,0.04,16.42894721031189
SVHN,YADEA,True,0.65,0.03,5.337381601333618
SVHN,RPS,False,0.23,0.0,1.6040043830871582
SVHN,IF,True,0.34,0.0,90.32432103157043
SVHN,TracIn,True,0.34,0.0,69.79620456695557
SVHN,YADEA,False,0.4733333333333333,0.09,16.21169137954712
SVHN,YADEA,True,0.6,0.06,5.334283113479614
SVHN,RPS,False,0.25,0.0,1.6346189975738523
SVHN,IF,True,0.37,0.0,91.0885660648346
SVHN,TracIn,True,0.37,0.0,69.64588785171509
SVHN,YADEA,False,0.5,0.07,16.27221441268921
SVHN,YADEA,True,0.6833333333333333,0.02,5.315804481506348
SVHN,RPS,False,0.2166666666666666,0.0,1.605421781539917
SVHN,IF,True,0.3066666666666666,0.0,91.78073811531068
SVHN,TracIn,True,0.3066666666666666,0.0,69.82023763656616
SVHN,YADEA,False,0.52,0.03,15.932822227478027
SVHN,YADEA,True,0.66,0.02,5.356477975845337
SVHN,RPS,False,0.22,0.0,1.6140613555908203
SVHN,IF,True,0.32,0.0,90.70024180412292
SVHN,TracIn,True,0.32,0.0,69.25116348266602
SVHN,YADEA,False,0.4833333333333333,0.03,16.188177585601807
SVHN,YADEA,True,0.7033333333333334,0.0,5.331916093826294
SVHN,RPS,False,0.2466666666666666,0.01,1.5977556705474854
SVHN,IF,True,0.3333333333333333,0.01,92.70154976844788
SVHN,TracIn,True,0.3333333333333333,0.01,68.70531368255615
SVHN,YADEA,False,0.4933333333333333,0.06,16.061766147613525
SVHN,YADEA,True,0.6733333333333333,0.0,5.319006681442261
SVHN,RPS,False,0.24,0.0,1.6009347438812256
SVHN,IF,True,0.3233333333333333,0.01,90.36583638191225
SVHN,TracIn,True,0.32,0.01,70.23767828941345
SVHN,YADEA,False,0.4733333333333333,0.05,16.15221881866455
