data,temperature,scale,coverage,hit_rate,execution_time
SVHN,0.3,True,0.9333333333333332,0.8,3.954313278198242
SVHN,0.6,True,0.9166666666666666,0.8,4.142909049987793
SVHN,1.0,True,0.9,0.78,3.933580636978149
SVHN,3.0,True,0.8866666666666667,0.62,3.748408794403076
SVHN,6.0,True,0.8866666666666667,0.55,3.879106998443604
SVHN,0.03,True,0.99,0.97,3.817788362503052
SVHN,0.06,True,0.99,0.95,3.986358165740967
SVHN,0.1,True,0.9933333333333332,0.91,3.719733476638794
SVHN,0.3,True,0.9933333333333332,0.88,3.7033424377441406
SVHN,0.6,True,0.99,0.87,3.770484447479248
SVHN,1.0,True,0.9766666666666668,0.79,4.612391710281372
SVHN,3.0,True,0.9766666666666668,0.61,4.288130760192871
SVHN,6.0,True,0.97,0.59,3.6954774856567374
SVHN,0.03,True,0.96,0.97,3.671616315841675
SVHN,0.06,True,0.9533333333333334,0.92,3.7057602405548096
SVHN,0.1,True,0.95,0.89,4.120115518569946
SVHN,0.3,True,0.9466666666666668,0.84,4.747090101242065
SVHN,0.6,True,0.9366666666666666,0.83,4.333613157272339
SVHN,1.0,True,0.9333333333333332,0.77,3.8580539226531982
SVHN,3.0,True,0.9133333333333332,0.63,3.777346849441528
SVHN,6.0,True,0.9133333333333333,0.52,3.97322940826416
