data,explainer,scale,coverage,hit_rate,execution_time
OCEA,HDEXPLAIN,False,0.6866666666666666,0.03,305.58676075935364
OCEA,HDEXPLAIN,True,0.5266666666666666,0.28,21.45579552650452
OCEA,RPS,False,0.46,0.04,10.1574809551239
OCEA,IF,True,0.5233333333333333,0.04,758.9236514568329
OCEA,TracIn,True,0.5033333333333333,0.04,83.97249746322632
OCEA,HDEXPLAIN,False,0.6966666666666667,0.05,305.09073090553284
OCEA,HDEXPLAIN,True,0.55,0.34,21.652079343795776
OCEA,RPS,False,0.4233333333333333,0.04,10.152178764343262
OCEA,IF,True,0.5233333333333333,0.02,759.0844166278839
OCEA,TracIn,True,0.5033333333333333,0.02,85.18667650222778
OCEA,HDEXPLAIN,False,0.6666666666666666,0.05,305.2836833000183
OCEA,HDEXPLAIN,True,0.58,0.37,21.998891353607178
OCEA,RPS,False,0.4466666666666666,0.06,10.55526852607727
OCEA,IF,True,0.4866666666666667,0.04,784.0817906856537
OCEA,TracIn,True,0.47,0.04,83.6064863204956
OCEA,HDEXPLAIN,False,0.6633333333333333,0.02,305.7263672351837
OCEA,HDEXPLAIN,True,0.5033333333333333,0.32,21.75968289375305
OCEA,RPS,False,0.4333333333333333,0.07,10.136186599731444
OCEA,IF,True,0.4666666666666667,0.03,758.2996389865875
OCEA,TracIn,True,0.45,0.03,81.69095516204834
OCEA,HDEXPLAIN,False,0.65,0.03,304.91419434547424
OCEA,HDEXPLAIN,True,0.6033333333333334,0.36,21.922653913497925
OCEA,RPS,False,0.4833333333333333,0.03,10.53342866897583
OCEA,IF,True,0.5333333333333333,0.02,780.9716951847076
OCEA,TracIn,True,0.5166666666666667,0.02,85.36016297340393
OCEA,HDEXPLAIN,False,0.6466666666666666,0.04,305.487539768219
OCEA,HDEXPLAIN,True,0.5433333333333333,0.33,22.05997967720032
OCEA,RPS,False,0.43,0.03,10.528863906860352
OCEA,IF,True,0.5233333333333333,0.03,781.2415223121643
OCEA,TracIn,True,0.4966666666666666,0.03,84.12768912315369
OCEA,HDEXPLAIN,False,0.6366666666666667,0.01,306.70005536079407
OCEA,HDEXPLAIN,True,0.5033333333333333,0.33,21.953129768371586
OCEA,RPS,False,0.4233333333333333,0.02,10.538798570632936
OCEA,IF,True,0.4766666666666667,0.03,783.7527093887329
OCEA,TracIn,True,0.4666666666666667,0.03,84.9721622467041
OCEA,HDEXPLAIN,False,0.68,0.06,306.67042350769043
OCEA,HDEXPLAIN,True,0.5533333333333333,0.32,22.01933121681213
OCEA,RPS,False,0.44,0.02,10.542913436889648
OCEA,IF,True,0.5066666666666667,0.03,783.966837644577
OCEA,TracIn,True,0.5,0.03,83.01123213768005
OCEA,HDEXPLAIN,False,0.6433333333333333,0.03,304.93413186073303
OCEA,HDEXPLAIN,True,0.55,0.33,22.05771040916443
OCEA,RPS,False,0.4866666666666667,0.04,10.519201040267944
OCEA,IF,True,0.4833333333333333,0.01,781.6428718566895
OCEA,TracIn,True,0.4766666666666667,0.01,85.21377277374268
OCEA,HDEXPLAIN,False,0.64,0.06,305.8615081310272
OCEA,HDEXPLAIN,True,0.57,0.4,22.09476113319397
OCEA,RPS,False,0.4666666666666667,0.07,10.546570301055908
OCEA,IF,True,0.4833333333333333,0.04,782.527871131897
OCEA,TracIn,True,0.4633333333333333,0.04,82.34859228134155
OCEA,HDEXPLAIN,False,0.6566666666666666,0.04,306.37324714660645
OCEA,HDEXPLAIN,True,0.6,0.37,21.79229760169983
OCEA,RPS,False,0.4133333333333333,0.03,10.539379835128784
OCEA,IF,True,0.4733333333333333,0.08,781.5478219985962
OCEA,TracIn,True,0.4533333333333333,0.08,85.06875085830688
