data,explainer,scale,coverage,hit_rate,execution_time
CIFAR10,HDEXPLAIN,False,0.88,0.44,12.880284309387209
CIFAR10,HDEXPLAIN,True,0.2066666666666666,0.0,4.767714738845825
CIFAR10,RPS,False,0.1233333333333333,0.0,2.075058698654175
CIFAR10,IF,True,0.13,0.02,197.5865578651428
CIFAR10,TracIn,True,0.1266666666666666,0.02,42.02062487602234
CIFAR10,HDEXPLAIN,False,0.8966666666666666,0.43,12.988904476165771
CIFAR10,HDEXPLAIN,True,0.19,0.01,4.6572349071502686
CIFAR10,RPS,False,0.11,0.0,2.0743534564971924
CIFAR10,IF,True,0.1366666666666666,0.02,197.5980668067932
CIFAR10,TracIn,True,0.1366666666666666,0.02,44.02060127258301
CIFAR10,HDEXPLAIN,False,0.8966666666666666,0.49,12.901984691619871
CIFAR10,HDEXPLAIN,True,0.2166666666666666,0.0,4.699890613555908
CIFAR10,RPS,False,0.1166666666666666,0.0,2.1000635623931885
CIFAR10,IF,True,0.1466666666666666,0.02,197.96379923820496
CIFAR10,TracIn,True,0.1466666666666666,0.02,44.59163689613342
CIFAR10,HDEXPLAIN,False,0.8933333333333333,0.47,12.976994037628174
CIFAR10,HDEXPLAIN,True,0.2133333333333333,0.02,4.689443826675415
CIFAR10,RPS,False,0.1166666666666666,0.02,2.1069254875183105
CIFAR10,IF,True,0.13,0.0,201.35307383537287
CIFAR10,TracIn,True,0.13,0.0,43.70986557006836
CIFAR10,HDEXPLAIN,False,0.8766666666666667,0.35,13.030962705612184
CIFAR10,HDEXPLAIN,True,0.2033333333333333,0.01,4.709681272506714
CIFAR10,RPS,False,0.1133333333333333,0.0,2.10719895362854
CIFAR10,IF,True,0.1233333333333333,0.0,199.6611452102661
CIFAR10,TracIn,True,0.1233333333333333,0.0,42.947585105896
CIFAR10,HDEXPLAIN,False,0.9,0.4,13.020777225494385
CIFAR10,HDEXPLAIN,True,0.2166666666666666,0.02,4.705060720443726
CIFAR10,RPS,False,0.1166666666666666,0.0,2.1133041381835938
CIFAR10,IF,True,0.1466666666666666,0.0,202.51494479179385
CIFAR10,TracIn,True,0.1466666666666666,0.0,43.06034874916077
CIFAR10,HDEXPLAIN,False,0.88,0.48,13.01648211479187
CIFAR10,HDEXPLAIN,True,0.21,0.02,4.706223964691162
CIFAR10,RPS,False,0.1133333333333333,0.01,2.1132824420928955
CIFAR10,IF,True,0.13,0.0,202.05136036872864
CIFAR10,TracIn,True,0.1266666666666666,0.0,43.24817872047424
CIFAR10,HDEXPLAIN,False,0.91,0.53,13.121179103851318
CIFAR10,HDEXPLAIN,True,0.2366666666666666,0.01,4.717522144317627
CIFAR10,RPS,False,0.12,0.02,2.1241016387939453
CIFAR10,IF,True,0.14,0.01,203.8221950531006
CIFAR10,TracIn,True,0.14,0.01,43.17148423194885
CIFAR10,HDEXPLAIN,False,0.8866666666666667,0.43,13.000157594680786
CIFAR10,HDEXPLAIN,True,0.2,0.02,4.704991340637207
CIFAR10,RPS,False,0.1133333333333333,0.0,2.161227941513061
CIFAR10,IF,True,0.1233333333333333,0.01,201.02941608428955
CIFAR10,TracIn,True,0.1233333333333333,0.01,43.72534918785095
CIFAR10,HDEXPLAIN,False,0.8533333333333334,0.4,13.071738481521606
CIFAR10,HDEXPLAIN,True,0.1966666666666666,0.02,4.716553449630737
CIFAR10,RPS,False,0.12,0.01,2.1064610481262207
CIFAR10,IF,True,0.1333333333333333,0.01,200.32777047157288
CIFAR10,TracIn,True,0.1333333333333333,0.01,42.84204411506653
CIFAR10,HDEXPLAIN,False,0.89,0.42,13.030083417892456
CIFAR10,HDEXPLAIN,True,0.2366666666666666,0.01,4.721964359283447
CIFAR10,RPS,False,0.12,0.0,2.101995944976806
CIFAR10,IF,True,0.1466666666666666,0.02,201.98002982139587
CIFAR10,TracIn,True,0.1366666666666666,0.01,42.809550523757935
CIFAR10,HDEXPLAIN,False,0.9166666666666666,0.47,13.062798023223875
CIFAR10,HDEXPLAIN,True,0.25,0.02,4.709975004196167
CIFAR10,RPS,False,0.1166666666666666,0.02,2.1072795391082764
CIFAR10,IF,True,0.1433333333333333,0.03,199.29629707336423
CIFAR10,TracIn,True,0.1433333333333333,0.03,43.13010931015015
CIFAR10,HDEXPLAIN,False,0.8833333333333333,0.42,13.024707555770874
CIFAR10,HDEXPLAIN,True,0.2333333333333333,0.0,4.725396156311035
CIFAR10,RPS,False,0.12,0.02,2.1312732696533203
CIFAR10,IF,True,0.13,0.0,198.97793102264404
CIFAR10,TracIn,True,0.1266666666666666,0.0,43.000030517578125
CIFAR10,HDEXPLAIN,False,0.8933333333333333,0.46,13.039574146270752
CIFAR10,HDEXPLAIN,True,0.2233333333333333,0.0,4.704868793487549
CIFAR10,RPS,False,0.11,0.02,2.113202810287476
CIFAR10,IF,True,0.13,0.0,199.73760104179385
CIFAR10,TracIn,True,0.1266666666666666,0.0,43.05454468727112
CIFAR10,HDEXPLAIN,False,0.9033333333333332,0.47,13.03184413909912
CIFAR10,HDEXPLAIN,True,0.26,0.04,4.716302394866943
CIFAR10,RPS,False,0.1266666666666666,0.01,2.1644949913024902
CIFAR10,IF,True,0.1433333333333333,0.01,201.99151039123527
CIFAR10,TracIn,True,0.14,0.02,42.50580859184265
CIFAR10,HDEXPLAIN,False,0.86,0.41,13.09288239479065
CIFAR10,HDEXPLAIN,True,0.2166666666666666,0.0,4.693768501281738
CIFAR10,RPS,False,0.1133333333333333,0.01,2.100506544113159
CIFAR10,IF,True,0.1333333333333333,0.01,201.22976732254028
