data,explainer,scale,coverage,hit_rate,execution_time
MRI,RPS,False,0.0633333333333333,0.0,2.543545722961426
MRI,IF,True,0.1033333333333333,0.01,3251.673171758652
MRI,TracIn,True,0.1033333333333333,0.02,9.828836679458618
MRI,YADEA,False,0.7766666666666666,0.97,32.23592662811279
MRI,YADEA,True,0.8333333333333334,0.88,5.344366073608398
MRI,RPS,False,0.0566666666666666,0.01,2.583969116210937
MRI,IF,True,0.1033333333333333,0.0,3249.2082414627075
MRI,TracIn,True,0.1033333333333333,0.01,9.773029804229736
MRI,YADEA,False,0.7566666666666667,0.99,32.338064670562744
MRI,YADEA,True,0.7766666666666666,0.86,5.323890209197998
MRI,RPS,False,0.0666666666666666,0.02,2.574026346206665
MRI,IF,True,0.1066666666666666,0.01,3251.138184070587
MRI,TracIn,True,0.1066666666666666,0.03,9.41453456878662
MRI,YADEA,False,0.7666666666666667,0.98,32.328471183776855
MRI,YADEA,True,0.8366666666666667,0.88,5.33150577545166
MRI,RPS,False,0.0566666666666666,0.01,2.567968368530273
MRI,IF,True,0.1,0.03,3266.18253326416
MRI,TracIn,True,0.0966666666666666,0.04,9.531246662139893
MRI,YADEA,False,0.7833333333333333,0.97,32.32224106788635
MRI,YADEA,True,0.82,0.91,5.320901393890381
MRI,RPS,False,0.06,0.03,2.5827748775482178
MRI,IF,True,0.0966666666666666,0.01,3254.652085542679
MRI,TracIn,True,0.09,0.02,9.908284187316896
MRI,YADEA,False,0.8266666666666667,1.0,32.20056629180908
MRI,YADEA,True,0.7833333333333333,0.89,5.311112642288208
MRI,RPS,False,0.06,0.02,2.540386915206909
MRI,IF,True,0.0966666666666666,0.04,3277.266084194184
MRI,TracIn,True,0.09,0.04,9.737190008163452
MRI,YADEA,False,0.7966666666666666,0.99,32.807403326034546
MRI,YADEA,True,0.7933333333333333,0.88,5.4464497566223145
MRI,RPS,False,0.0566666666666666,0.01,2.627793788909912
MRI,IF,True,0.1033333333333333,0.02,3262.4503099918365
MRI,TracIn,True,0.1,0.04,9.591822147369385
