data,temperature,scale,coverage,hit_rate,execution_time
CIFAR10,0.03,False,0.8533333333333334,1.0,13.132888555526732
CIFAR10,0.06,False,0.85,1.0,13.322355031967165
CIFAR10,0.1,False,0.8466666666666667,1.0,13.060759782791138
CIFAR10,0.3,False,0.86,1.0,13.358088970184326
CIFAR10,0.6,False,0.9,1.0,13.318437814712524
CIFAR10,1.0,False,0.9033333333333332,1.0,13.275993585586548
CIFAR10,3.0,False,0.8933333333333333,1.0,13.26442813873291
CIFAR10,6.0,False,0.8866666666666667,1.0,13.213736295700071
CIFAR10,0.03,False,0.9133333333333332,1.0,13.072052478790283
CIFAR10,0.06,False,0.91,0.99,13.019695043563845
CIFAR10,0.1,False,0.9133333333333332,0.99,13.06538438796997
CIFAR10,0.3,False,0.9233333333333332,0.99,13.014275789260864
CIFAR10,0.6,False,0.9333333333333332,0.99,13.013126850128174
CIFAR10,1.0,False,0.94,0.99,13.012125253677368
CIFAR10,3.0,False,0.9366666666666666,0.99,13.059757947921751
CIFAR10,6.0,False,0.93,0.99,13.043118715286257
CIFAR10,0.03,False,0.8733333333333333,1.0,12.983743906021118
CIFAR10,0.06,False,0.8733333333333333,1.0,12.970547437667848
CIFAR10,0.1,False,0.8733333333333333,1.0,13.035954713821411
CIFAR10,0.3,False,0.91,1.0,13.076429843902588
CIFAR10,0.6,False,0.9133333333333332,1.0,13.041115045547484
CIFAR10,1.0,False,0.91,1.0,13.02704644203186
CIFAR10,3.0,False,0.92,1.0,13.09118366241455
CIFAR10,6.0,False,0.91,1.0,12.995633602142334
CIFAR10,0.03,False,0.8866666666666667,1.0,13.021969079971312
CIFAR10,0.06,False,0.8833333333333333,1.0,13.073100328445436
CIFAR10,0.1,False,0.8866666666666667,1.0,13.027921199798584
CIFAR10,0.3,False,0.8766666666666667,1.0,13.065801858901978
CIFAR10,0.6,False,0.91,1.0,13.005718469619753
CIFAR10,1.0,False,0.9033333333333332,1.0,13.112736225128174
CIFAR10,3.0,False,0.9,1.0,13.01649284362793
CIFAR10,6.0,False,0.9,1.0,13.104446411132812
CIFAR10,0.03,False,0.9266666666666666,1.0,13.118533372879028
CIFAR10,0.06,False,0.9233333333333332,1.0,13.00899600982666
CIFAR10,0.1,False,0.9233333333333332,1.0,13.052328824996948
CIFAR10,0.3,False,0.91,1.0,13.046823501586914
CIFAR10,0.6,False,0.9166666666666666,1.0,13.13752508163452
CIFAR10,1.0,False,0.9166666666666666,1.0,13.044472932815552
CIFAR10,3.0,False,0.9,1.0,13.05796718597412
CIFAR10,6.0,False,0.8966666666666666,1.0,13.013568639755247
CIFAR10,0.03,False,0.9233333333333332,1.0,13.030352354049684
CIFAR10,0.06,False,0.9233333333333332,1.0,13.070464372634888
CIFAR10,0.1,False,0.92,1.0,13.006683349609377
CIFAR10,0.3,False,0.9,1.0,13.000499963760376
CIFAR10,0.6,False,0.9233333333333332,1.0,12.985172510147097
CIFAR10,1.0,False,0.93,1.0,13.005258083343506
CIFAR10,3.0,False,0.9233333333333332,1.0,12.975992918014526
CIFAR10,6.0,False,0.9066666666666666,1.0,13.115422248840332
CIFAR10,0.03,False,0.8966666666666666,1.0,13.023698329925535
CIFAR10,0.06,False,0.8933333333333333,1.0,13.057096004486084
CIFAR10,0.1,False,0.8933333333333333,1.0,13.021843910217283
CIFAR10,0.3,False,0.9133333333333332,1.0,13.045790195465088
CIFAR10,0.6,False,0.94,1.0,13.010005712509155
CIFAR10,1.0,False,0.9433333333333334,1.0,13.034287929534912
CIFAR10,3.0,False,0.9333333333333332,1.0,12.998913049697876
CIFAR10,6.0,False,0.93,1.0,13.04360580444336
CIFAR10,0.03,False,0.8866666666666667,1.0,12.98880696296692
CIFAR10,0.06,False,0.8866666666666667,1.0,13.039242267608644
CIFAR10,0.1,False,0.8933333333333333,1.0,13.046871185302734
CIFAR10,0.3,False,0.9333333333333332,1.0,13.05608868598938
CIFAR10,0.6,False,0.94,1.0,13.086719036102297
CIFAR10,1.0,False,0.9366666666666666,1.0,13.062750101089478
CIFAR10,3.0,False,0.9333333333333332,1.0,13.030375480651855
CIFAR10,6.0,False,0.9233333333333332,1.0,13.07224988937378
CIFAR10,0.03,False,0.8566666666666667,0.98,13.075861930847168
CIFAR10,0.06,False,0.8533333333333334,0.98,13.014971256256104
CIFAR10,0.1,False,0.8566666666666667,0.98,13.093535661697388
